Order_ID,PDate,Status,Fulfilment,Sales_Channel ,ship_service_level,Style,SKU,Category,PSize,ASIN,Qty,currency,Amount,payment_by,ship_city,ship_state,ship_postal-code,ship_country,Label
172.217.6.206-10.42.0.42-443-39685-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET356,SET356-KR-NP-XS,Set,XS,B09QJ3CNZZ,1,INR,1099.0,Credit Card,MUMBAI,MAHARASHTRA,400081.0,IN,0
10.42.0.151-121.12.98.62-38613-80-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET366,SET366-KR-NP-XS,Set,XS,B09QJLTPH8,1,INR,1199.0,Credit Card,MUMBAI,MAHARASHTRA,400081.0,IN,0
172.217.9.238-10.42.0.151-443-39932-6,04-29-22,Cancelled,Merchant,Amazon.in,Standard,J0013,J0013-SKD-XXL,Set,XXL,B08CMRGFFJ,0,INR,981.25,Credit Card,SECUNDERABAD,TELANGANA,500061.0,IN,0
10.42.0.211-10.42.0.1-49920-53-17,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET183,SET183-KR-DH-XS,Set,XS,B08B3XN2LC,1,INR,759.0,Credit Card,Mohali,Punjab,160055.0,IN,0
172.217.12.202-10.42.0.151-443-33304-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3522,JNE3522-KR-M,kurta,M,B08W9PXHK5,1,INR,342.0,Cash,CHENNAI,TAMIL NADU,600051.0,IN,1
172.217.11.3-10.42.0.151-443-37804-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3863,JNE3863-TU-XXXL,Top,3XL,B09RN5P9VK,1,INR,574.0,Credit Card,MARGAO,GOA,403601.0,IN,1
10.42.0.151-23.194.141.191-34754-443-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET183,SET183-KR-DH-XS,Set,XS,B08B3XN2LC,1,INR,0.0,Credit Card,MUMBAI,MAHARASHTRA,400084.0,IN,0
174.35.73.93-10.42.0.211-80-49247-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0119,J0119-TP-XXL,Top,XXL,B08RYRBZPC,1,INR,540.0,Credit Card,Dehradun,UTTARAKHAND,248140.0,IN,0
10.42.0.211-10.42.0.1-51903-53-17,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3697,JNE3697-KR-L,kurta,L,B09811Y7WM,1,INR,458.0,Debit card,JALANDHAR,PUNJAB,144007.0,IN,0
220.243.235.201-10.42.0.211-80-52214-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XXL,kurta,XXL,B082W8RWN1,1,INR,376.0,Debit card,CHENNAI,TAMIL NADU,600006.0,IN,1
10.42.0.211-52.20.190.244-51410-443-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET331,SET331-KR-NP-L,Set,L,B09NQ4XYV9,1,INR,597.0,Debit card,ALLAHABAD,UTTAR PRADESH,211008.0,IN,1
182.22.25.252-10.42.0.211-443-38353-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XXXL,kurta,3XL,B082W7MZVQ,1,INR,376.0,Debit card,PIMPRI CHINCHWAD,MAHARASHTRA,411033.0,IN,1
182.22.24.124-10.42.0.211-443-45676-6,04-29-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,NW029,NW029-ST-SR-XXXL,Set,3XL,B0922V149M,1,INR,474.0,Credit Card,TINSUKIA,ASSAM,786152.0,IN,1
10.42.0.211-64.71.142.125-37596-443-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,NW020,NW020-ST-SR-XXXL,Set,3XL,B099NV3XFT,1,INR,525.0,Credit Card,TINSUKIA,ASSAM,786152.0,IN,1
220.181.7.190-10.42.0.211-443-39891-6,04-29-22,Cancelled,Merchant,Amazon.in,Standard,JNE3560,JNE3560-KR-XXXL,kurta,3XL,B09B2G7CKV,0,INR,463.81,Credit Card,YAMUNANAGAR,HARYANA,135001.0,IN,0
182.22.67.91-10.42.0.211-443-60536-6,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET228,SET228-KR-PP-A-XXXL,Set,3XL,B09HMVYKV8,1,INR,653.0,Credit Card,BHILAI,CHHATTISGARH,490001.0,IN,1
10.42.0.151-104.254.66.16-40575-80-6,04-29-22,Cancelled,Merchant,Amazon.in,Standard,J0119,J0119-TP-L,Top,L,B08RYQQD6Z,0,INR,514.29,Credit Card,COIMBATORE,TAMIL NADU,641004.0,IN,0
10.42.0.151-10.42.0.1-37293-53-17,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET405,SET405-KR-NP-XXXL,Set,3XL,B09QJ3QCXF,1,INR,725.0,Credit Card,GUNUPUR,ODISHA,765022.0,IN,0
10.42.0.211-10.42.0.1-24144-53-17,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3554,JNE3554-KR-M,kurta,M,B08MXC26NT,1,INR,517.0,Credit Card,BENGALURU,KARNATAKA,560043.0,IN,0
172.217.6.206-10.42.0.151-443-35896-6,04-29-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,J0343,J0343-DR-S,Western Dress,S,B0982ZDQJK,1,INR,744.0,Credit Card,NAMAKKAL,TAMIL NADU,637001.0,IN,1
8.0.6.4-8.6.0.1-0-0-0,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET293,SET293-KR-NP-M,Set,M,B09K3LJWBB,1,INR,692.0,Credit Card,LUMDING,ASSAM,782447.0,IN,0
151.101.1.140-10.42.0.42-443-39266-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-L,kurta,L,B082W8354V,1,INR,435.0,Credit Card,Thane,MAHARASHTRA,400605.0,IN,1
10.42.0.151-10.42.0.1-50748-53-17,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3480,JNE3480-KR-M,kurta,M,B099RJY1RY,1,INR,249.0,Credit Card,CHENNAI,TAMIL NADU,600008.0,IN,0
239.255.255.250-10.42.0.211-1900-42669-17,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0126,J0126-SKD-XXL,Set,XXL,B08TZTH235,1,INR,818.0,Credit Card,agartala,TRIPURA,799004.0,IN,1
182.22.65.136-10.42.0.211-443-55514-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-M,Set,M,B09NQ4NM75,1,INR,597.0,Debit card,HYDERABAD,TELANGANA,500072.0,IN,0
10.42.0.211-10.42.0.1-55232-53-17,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0301,J0301-TP-M,Top,M,B099S9DTR2,1,INR,0.0,Debit card,PUNE,MAHARASHTRA,411014.0,IN,1
10.42.0.151-10.42.0.1-26552-53-17,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3465,JNE3465-KR-XXL,kurta,XXL,B08BFT4ZKX,2,INR,972.0,Debit card,CHENNAI,TAMIL NADU,600056.0,IN,1
10.42.0.211-118.123.114.134-54609-80-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET347,SET347-KR-NP-S,Set,S,B09RKDJ9SQ,1,INR,852.0,Debit card,FIROZPUR,PUNJAB,152002.0,IN,0
174.129.32.117-10.42.0.211-443-55052-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3805,JNE3805-KR-XL,kurta,XL,B09K3WFR76,1,INR,459.0,Debit card,HYDERABAD,TELANGANA,500068.0,IN,1
8.0.6.4-8.6.0.1-0-0-0,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,1,INR,399.0,Credit Card,HYDERABAD,TELANGANA,500068.0,IN,0
208.80.154.224-10.42.0.211-443-60937-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3645,JNE3645-TP-N-M,Top,M,B08ZHSXP1S,2,INR,864.0,Credit Card,MOHALI,PUNJAB,160062.0,IN,0
198.105.244.11-10.42.0.42-80-45721-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3710,JNE3710-DR-XXL,Western Dress,XXL,B091T32P4L,1,INR,690.0,Credit Card,Gurgaon,HARYANA,122103.0,IN,1
10.42.0.211-10.42.0.1-36919-53-17,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3160,JNE3160-KR-G-XXL,kurta,XXL,B07K44CD3P,1,INR,685.0,Credit Card,SUKDAL,WEST BENGAL,713403.0,IN,1
216.58.219.202-10.42.0.211-443-34128-6,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3640,JNE3640-TP-N-M,Top,M,B08ZHM3373,1,INR,518.0,Credit Card,BENGALURU,KARNATAKA,560070.0,IN,0
172.217.10.2-10.42.0.151-443-35341-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,MEN5022,MEN5022-KR-XXL,kurta,XXL,B08YYRX2L6,1,INR,533.0,Credit Card,GONDIYA,MAHARASHTRA,441614.0,IN,1
205.185.216.10-10.42.0.211-80-58723-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,1,INR,399.0,Credit Card,Burdwan,WEST BENGAL,713104.0,IN,0
10.42.0.151-104.244.43.35-43966-443-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET239,SET239-KR-NP-XXXL,Set,3XL,B08V13SJ73,1,INR,654.0,Credit Card,MUMBAI,MAHARASHTRA,400086.0,IN,1
10.42.0.151-23.66.240.213-55017-80-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET282,SET282-KR-PP-XL,Set,XL,B09CTFCW94,1,INR,1033.0,Credit Card,BENGALURU,KARNATAKA,560043.0,IN,0
10.42.0.211-119.146.74.34-33274-80-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET331,SET331-KR-NP-XS,Set,XS,B09NQ54RRT,1,INR,597.0,Credit Card,KANNAMANGALAM ALAPPUZHA DISTRICT,KERALA,690109.0,IN,1
172.217.11.3-10.42.0.211-443-34550-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE2171,JNE2171-KR-437-XL,kurta,XL,B079WYDLLS,1,INR,495.0,Credit Card,Burdwan,WEST BENGAL,713104.0,IN,0
10.42.0.211-10.42.0.1-15183-53-17,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3543,JNE3543-KR-XL,kurta,XL,B08HK4MG14,1,INR,368.0,Debit card,Burdwan,WEST BENGAL,713104.0,IN,0
172.217.11.42-10.42.0.151-443-60066-6,04-29-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3468,JNE3468-KR-XL,kurta,XL,B08RP67NGB,1,INR,363.0,Debit card,PATHANAMTHITTA,KERALA,689654.0,IN,0
172.217.6.206-10.42.0.151-443-45476-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,1,INR,399.0,Debit card,NEW DELHI,DELHI,110085.0,IN,0
10.42.0.151-10.42.0.1-17545-53-17,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XXL,kurta,XXL,B081WSL2JS,1,INR,399.0,Debit card,HYDERABAD,TELANGANA,500062.0,IN,0
10.42.0.151-65.55.118.92-60151-80-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-S,kurta,S,B082W87NQF,1,INR,435.0,Debit card,PUNE,MAHARASHTRA,411038.0,IN,1
10.42.0.211-106.11.30.199-46359-80-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-XXL,kurta,XXL,B082W891PY,1,INR,435.0,Credit Card,KOLKATA,WEST BENGAL,700048.0,IN,1
10.42.0.211-10.42.0.1-63016-53-17,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0349,J0349-SET-S,Set,S,B099NJ4XRB,1,INR,801.0,Credit Card,KOLKATA,WEST BENGAL,700019.0,IN,0
172.217.10.106-10.42.0.42-443-39607-6,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET358,SET358-KR-NP-S,Set,S,B09QJLX1G1,1,INR,1092.0,Debit card,BENGALURU,KARNATAKA,560068.0,IN,0
182.22.25.124-10.42.0.151-443-56823-6,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3697,JNE3697-KR-XL,kurta,XL,B098112V2V,1,INR,458.0,Debit card,Gurugram,HARYANA,122004.0,IN,0
172.217.6.206-10.42.0.151-443-39335-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-L,Set,L,B09NQ44RNV,1,INR,597.0,Debit card,Mumbai,MAHARASHTRA,400067.0,IN,1
10.42.0.211-23.219.23.167-42967-80-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0228,J0228-SKD-S,Set,S,B09M6S719P,1,INR,1669.0,Debit card,NEW DELHI,DELHI,110075.0,IN,1
10.42.0.211-123.129.244.226-52574-443-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XS,Set,XS,B0894WW15B,1,INR,654.0,Credit Card,PURNIA,BIHAR,854303.0,IN,1
10.42.0.211-23.208.168.108-45541-443-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET264,SET264-KR-NP-XL,Set,XL,B08YN7XDSG,1,INR,824.0,Credit Card,Chennai,TAMIL NADU,600099.0,IN,1
10.42.0.151-10.42.0.1-39311-53-17,04-29-22,Shipped,Amazon,Amazon.in,Expedited,MEN5022,MEN5022-KR-L,kurta,L,B08YYVFDZP,1,INR,533.0,Credit Card,BENGALURU,KARNATAKA,560064.0,IN,1
10.42.0.211-10.42.0.1-41218-53-17,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3618,JNE3618-KR-M,kurta,M,B091Q9Q34N,1,INR,375.0,Debit card,VARANASI,UTTAR PRADESH,221005.0,IN,0
10.42.0.151-63.250.200.101-47157-443-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3769,JNE3769-KR-XS,kurta,XS,B09K3VPYMT,1,INR,487.0,Debit card,JALANDHAR,PUNJAB,144002.0,IN,1
10.42.0.211-40.122.162.208-56711-443-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-M,kurta,M,B082W84Q2J,1,INR,435.0,Credit Card,BODINAYAKANUR,TAMIL NADU,625513.0,IN,0
172.217.12.168-10.42.0.42-443-58834-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET139,SET139-KR-PP-XS,Set,XS,B082Z3V1PB,1,INR,453.0,Credit Card,HYDERABAD,TELANGANA,500100.0,IN,0
10.42.0.211-23.101.158.111-38697-443-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-S,Set,S,B08XNJ19QH,1,INR,1112.0,Credit Card,PUNE,MAHARASHTRA,411014.0,IN,0
216.58.219.227-10.42.0.42-443-58532-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-XS,Western Dress,XS,B09SDY9SQ6,1,INR,725.0,Credit Card,OBRA sonebhadra,UTTAR PRADESH,231219.0,IN,1
10.42.0.151-95.188.93.86-43477-38685-17,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3667,JNE3667-TP-M,Top,M,B098713RKD,1,INR,329.0,Credit Card,GWALIOR,MADHYA PRADESH,474001.0,IN,0
173.194.175.138-10.42.0.151-443-58471-17,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET014,SET014-KR-PP-A-M,Set,M,B07K5BZ7B3,1,INR,818.0,Credit Card,PIMPRI CHINCHWAD,MAHARASHTRA,411019.0,IN,1
192.229.173.173-10.42.0.42-80-49065-6,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3543,JNE3543-KR-S,kurta,S,B08HHJP41L,1,INR,368.0,Credit Card,NAGPUR,MAHARASHTRA,441111.0,IN,0
172.217.6.234-10.42.0.211-443-60714-6,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW029,NW029-ST-SR-XXL,Set,XXL,B0922VHM3Z,1,INR,474.0,Credit Card,NEW DELHI,DELHI,110027.0,IN,1
216.58.219.234-10.42.0.151-443-33251-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET374,SET374-KR-NP-M,Set,M,B09NDKJKPN,1,INR,635.0,Credit Card,BENGALURU,KARNATAKA,560040.0,IN,0
10.42.0.211-10.42.0.1-24433-53-17,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0340,J0340-TP-M,Top,M,B0986XSXR1,1,INR,563.0,Credit Card,PUDUCHERRY,PUDUCHERRY,605001.0,IN,1
174.35.73.93-10.42.0.151-80-44099-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET110,SET110-KR-PP-M,Set,M,B0822TDMYH,1,INR,788.0,Credit Card,CHENNAI,TAMIL NADU,600119.0,IN,1
180.76.149.207-10.42.0.211-30320-45930-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0301,J0301-TP-M,Top,M,B099S9DTR2,1,INR,463.0,Credit Card,BENGALURU,KARNATAKA,560070.0,IN,0
10.42.0.211-64.71.142.96-47248-443-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0340,J0340-TP-M,Top,M,B0986XSXR1,1,INR,563.0,Debit card,BENGALURU,KARNATAKA,560062.0,IN,1
172.217.11.35-10.42.0.151-443-36658-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0012,J0012-SKD-M,Set,M,B0894XYMWS,1,INR,1140.0,Debit card,NEW DELHI,DELHI,110092.0,IN,0
8.0.6.4-8.6.0.1-0-0-0,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0341,J0341-DR-M,Western Dress,M,B099NQQ79L,1,INR,744.0,Credit Card,KOZHIKODE,KERALA,673016.0,IN,0
172.217.12.206-10.42.0.211-443-58626-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0401,J0401-DR-XXXL,Western Dress,3XL,B09SDXZBGX,1,INR,885.0,Credit Card,SATARA,MAHARASHTRA,415001.0,IN,1
10.42.0.211-111.202.114.77-53407-443-6,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-XXXL,Western Dress,3XL,B099NSQP4Z,1,INR,744.0,Debit card,SATARA,MAHARASHTRA,415001.0,IN,1
10.42.0.42-62.138.0.117-43510-80-6,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0338,J0338-DR-XXXL,Western Dress,3XL,B0982ZBHYK,1,INR,744.0,Debit card,SATARA,MAHARASHTRA,415001.0,IN,0
209.10.120.26-10.42.0.211-80-34514-6,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0399,J0399-DR-XXXL,Western Dress,3XL,B09SDYMGQQ,1,INR,791.0,Debit card,SATARA,MAHARASHTRA,415001.0,IN,1
10.42.0.151-10.42.0.1-30417-53-17,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0338,J0338-DR-L,Western Dress,L,B09832FGG4,1,INR,744.0,Debit card,CHENNAI,TAMIL NADU,600056.0,IN,0
172.217.11.42-10.42.0.42-443-38038-6,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3801,JNE3801-KR-XL,kurta,XL,B09SDYL6L1,1,INR,0.0,Credit Card,HYDERABAD,TELANGANA,500089.0,IN,1
172.217.11.42-10.42.0.151-443-46940-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3738,JNE3738-KR-XXXL,kurta,3XL,B099NMKP4M,1,INR,459.0,Credit Card,THANE,MAHARASHTRA,400601.0,IN,0
10.42.0.211-69.147.92.11-35859-443-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3658,JNE3658-TP-S,Top,S,B0943BZY9W,1,INR,359.0,Credit Card,Pune,MAHARASHTRA,411014.0,IN,1
172.217.10.10-10.42.0.211-443-34238-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0292,J0292-TP-XS,Top,XS,B099S8JY9L,1,INR,377.0,Credit Card,Pune,MAHARASHTRA,411014.0,IN,0
10.42.0.211-10.42.0.1-47087-53-17,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3662,JNE3662-TP-XS,Top,XS,B0986ZVL6Y,1,INR,399.0,Credit Card,Pune,MAHARASHTRA,411014.0,IN,0
10.42.0.211-103.235.46.211-56342-443-6,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3643,JNE3643-TP-N-XS,Top,XS,B08ZJ6WWBC,1,INR,259.0,Cash,Pune,MAHARASHTRA,411014.0,IN,0
10.42.0.42-123.125.115.164-39502-443-6,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3660,JNE3660-TP-N-XS,Top,XS,B08ZHJJNF5,1,INR,391.0,Cash,Pune,MAHARASHTRA,411014.0,IN,0
10.42.0.211-54.192.36.163-50906-443-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-M,Set,M,B09NQ4NM75,1,INR,597.0,Cash,MADDUR,KARNATAKA,571428.0,IN,0
172.217.10.36-10.42.0.211-443-48921-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3865,JNE3865-TP-L,Top,L,B09TZSN6PK,1,INR,599.0,Credit Card,KARUR,TAMIL NADU,639004.0,IN,1
10.42.0.211-47.88.66.107-33020-443-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0349,J0349-SET-XL,Set,XL,B099NK1G2C,1,INR,801.0,Credit Card,MUMBAI,MAHARASHTRA,400101.0,IN,1
10.42.0.211-101.251.204.125-43011-80-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0346,J0346-SET-XS,Set,XS,B0983CP5WT,1,INR,478.0,Credit Card,GUNTUR,ANDHRA PRADESH,522006.0,IN,0
172.217.12.206-10.42.0.42-443-37165-17,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0008,J0008-SKD-XS,Set,XS,B0894WWGK9,1,INR,1133.0,Debit card,Cuttack,ODISHA,753003.0,IN,0
220.181.7.190-10.42.0.211-443-55818-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-L,kurta,L,B082W8354V,1,INR,435.0,Debit card,BENGALURU,KARNATAKA,560047.0,IN,0
10.42.0.151-52.84.26.130-41379-443-6,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET328,SET328-KR-NP-L,Set,L,B09K3DV6Q9,1,INR,635.0,Debit card,BENGALURU,KARNATAKA,560047.0,IN,1
10.42.0.151-104.254.66.16-34650-80-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-M,Set,M,B09NQ4NM75,1,INR,597.0,Debit card,SEDAM,KARNATAKA,585222.0,IN,1
10.42.0.211-69.147.82.61-35812-443-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET285,SET285-KR-SHA-XXL,Set,XXL,B099NHBL52,1,INR,499.0,Credit Card,Agra,UTTAR PRADESH,282002.0,IN,1
239.255.255.250-10.42.0.1-1900-55104-17,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0339,J0339-DR-XL,Western Dress,XL,B0982ZDB2S,1,INR,744.0,Credit Card,KASHIPUR,UTTARAKHAND,244713.0,IN,1
172.217.10.34-10.42.0.211-443-36774-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-M,Set,M,B09NQ4NM75,1,INR,597.0,Credit Card,PUTTUR,KARNATAKA,574203.0,IN,1
10.42.0.211-10.42.0.1-46098-53-17,04-29-22,Shipped,Amazon,Amazon.in,Expedited,BL057,BL057-65BLACK-A,Blouse,Free,B07D36SKBD,1,INR,383.0,Credit Card,PUNE,MAHARASHTRA,411020.0,IN,0
172.217.6.206-10.42.0.151-443-33938-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0339,J0339-DR-M,Western Dress,M,B09831YHGV,1,INR,744.0,Credit Card,BENGALURU,KARNATAKA,560098.0,IN,1
183.79.248.124-10.42.0.151-443-35974-6,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0139,J0139-KR-XXL,kurta,XXL,B091XYDRMV,1,INR,0.0,Credit Card,JAMMU,JAMMU & KASHMIR,180010.0,IN,0
10.42.0.151-10.42.0.1-18556-53-17,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XXXL,kurta,3XL,B081WZ4T3V,1,INR,399.0,Credit Card,MYSURU,KARNATAKA,570008.0,IN,0
172.217.10.142-10.42.0.211-443-36060-6,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET293,SET293-KR-NP-XS,Set,XS,B09K3938KW,1,INR,692.0,Credit Card,MUMBAI,MAHARASHTRA,400095.0,IN,0
151.101.1.140-10.42.0.211-443-44557-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XL,kurta,XL,B082W8BXW1,1,INR,376.0,Credit Card,CHENNAI,TAMIL NADU,600069.0,IN,1
172.217.12.202-10.42.0.211-443-46852-6,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW002,NW002-TP-PJ-XXXL,Set,3XL,B0922QVNNY,1,INR,474.0,Credit Card,LUCKNOW,UTTAR PRADESH,226002.0,IN,0
10.42.0.211-36.110.213.49-56257-80-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,NW003,NW003-TP-PJ-XXXL,Set,3XL,B0928XF9ZH,1,INR,519.0,Credit Card,LUCKNOW,UTTAR PRADESH,226002.0,IN,1
10.42.0.211-66.198.24.253-46089-80-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET246,SET246-KR-PP-M,Set,M,B08W9JNFXM,1,INR,455.0,Credit Card,YAVATMAL,MAHARASHTRA,445001.0,IN,0
10.42.0.211-103.7.30.118-33470-80-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3160,JNE3160-KR-G-M,kurta,M,B07K41S1J4,1,INR,0.0,Debit card,BENGALURU,KARNATAKA,560100.0,IN,1
10.42.0.211-10.42.0.1-56145-53-17,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0118,J0118-TP-L,Top,L,B08N47Z9YZ,1,INR,487.0,Debit card,SHILLONG,MEGHALAYA,793002.0,IN,0
10.42.0.211-54.192.38.171-56448-443-6,04-29-22,Cancelled,Merchant,Amazon.in,Standard,J0340,J0340-TP-L,Top,L,B0986Z5BDC,0,INR,536.19,Debit card,GURUGRAM,HARYANA,122003.0,IN,1
172.217.12.202-10.42.0.211-443-52021-6,04-29-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET203,SET203-KR-DPT-XL,Set,XL,B08MYRR1ZW,1,INR,449.0,Debit card,PUDUKKOTTAI,TAMIL NADU,613402.0,IN,1
172.217.10.10-10.42.0.151-443-42778-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0080,J0080-TP-XS,Top,XS,B09268MT2C,1,INR,531.0,Debit card,KOLKATA,WEST BENGAL,700060.0,IN,0
10.42.0.151-104.244.43.227-44717-443-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-M,Set,M,B0894XH3LN,1,INR,654.0,Credit Card,LUCKNOW,UTTAR PRADESH,226003.0,IN,1
10.42.0.151-115.239.210.141-44571-80-6,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3566,JNE3566-KR-S,kurta,S,B08MXBZ5MT,1,INR,419.0,Credit Card,JALGAON,MAHARASHTRA,425001.0,IN,0
